"gene","rloop_density"
"ARMC9",1.34
"ARMCX1",0.85
"ARMCX2",0.74
"ARMCX3",1.6
"ARMCX4",0.87
"ARMCX5",3.18
"ARMCX5-GPRASP2",1.25
"ARMCX6",1.14
"ARMS2",1
"ARMT1",2.19
"ARNT",1.12
"ARNT2",1.36
"ARNTL",1.04
"ARNTL2",1
"ARNTL2-AS1",1.01
"ARPC1A",1.46
"ARPC1B",8.92
"ARPC2",2.44
"ARPC3",3.69
"ARPC4",7.67
"ARPC4-TTLL3",6.09
"ARPC5",1.14
"ARPC5L",8.31
"ARPIN",2.56
"ARPP19",1.42
"ARPP21",0.83
"ARR3",1.33
"ARRB1",3.74
"ARRB2",3.18
"ARRDC1",7.27
"ARRDC1-AS1",5.88
"ARRDC2",9.71
"ARRDC3",1.23
"ARRDC3-AS1",1.12
"ARRDC4",1.03
"ARRDC5",1.3
"ARSA",0.74
"ARSB",0.92
"ARSD",2.01
"ARSD-AS1",1.97
"ARSE",0.96
"ARSF",0.94
"ARSG",1.32
"ARSH",0.98
"ARSI",0.8
"ARSJ",1.07
"ARSK",0.82
"ART1",2.52
"ART3",0.85
"ART4",0.9
"ART5",1.06
"ARTN",4.58
"ARV1",1.3
"ARVCF",3.38
"ARX",1.69
"AS-PTPRE",1.35
"AS3MT",0.97
"ASAH1",1.4
"ASAH2",0.8
"ASAH2B",0.86
"ASAP1",1.24
"ASAP1-IT1",0.88
"ASAP1-IT2",1.23
"ASAP2",1.58
"ASAP3",1.24
"ASB1",1.64
"ASB10",0.87
"ASB11",0.86
"ASB12",0.84
"ASB13",2.43
"ASB14",1.32
"ASB15",0.77
"ASB16",4.68
"ASB16-AS1",4.88
"ASB17",0.82
"ASB18",1.31
"ASB2",0.83
"ASB3",0.99
"ASB4",0.74
"ASB5",0.85
"ASB6",16.84
"ASB7",1.08
"ASB8",1.91
"ASB9",0.98
"ASB9P1",0.83
"ASCC1",1.09
"ASCC2",2.37
"ASCC3",0.97
"ASCL1",0.64
"ASCL2",4.21
"ASCL3",0.94
"ASCL4",0.91
"ASCL5",4.92
"ASF1A",2.44
"ASF1B",6.61
"ASGR1",1.3
"ASGR2",1.02
"ASH1L",1.75
"ASH1L-AS1",6.83
"ASH2L",1.55
"ASIC1",1.5
"ASIC2",0.89
"ASIC3",3.05
"ASIC4",1.64
"ASIC5",0.76
"ASIP",2.24
"ASL",4.2
"ASMT",1.49
"ASMTL",5.27
"ASMTL-AS1",5.87
"ASNA1",5.9
"ASNS",1.23
"ASNSD1",1.64
"ASPA",0.91
"ASPDH",7.47
"ASPG",5.12
"ASPH",1.33
"ASPHD1",4.45
"ASPHD2",1.15
"ASPM",1.14
"ASPN",0.98
"ASPRV1",0.78
"ASPSCR1",4.04
"ASRGL1",0.97
"ASS1",2.55
"ASTE1",2.32
"ASTL",1.84
"ASTN1",0.76
"ASTN2",0.97
"ASTN2-AS1",0.95
"ASXL1",1.5
"ASXL2",1.16
"ASXL3",0.79
"ASZ1",0.8
"ATAD1",1.09
"ATAD2",2.1
"ATAD2B",1.16
"ATAD3A",3.55
"ATAD3B",4.08
"ATAD3C",1.46
"ATAD5",1.28
"ATAT1",2.77
"ATCAY",1.07
"ATE1",1.03
"ATE1-AS1",1.43
"ATF1",1.35
"ATF2",1.16
"ATF3",1.5
"ATF4",18.9
"ATF5",6.28
"ATF6",1.04
"ATF6B",5.34
"ATF7",1.15
"ATF7IP",1.29
"ATF7IP2",1.23
"ATG10",0.94
"ATG101",3.41
"ATG12",1.84
"ATG13",1.78
"ATG14",1.29
"ATG16L1",2.2
"ATG16L2",3.51
"ATG2A",4.42
"ATG2B",0.89
"ATG3",0.98
"ATG4A",0.89
"ATG4B",2.41
"ATG4C",0.9
"ATG4D",5.24
"ATG5",1.01
"ATG7",1.55
"ATG9A",5.22
"ATG9B",1.07
"ATIC",1.56
"ATL1",0.75
"ATL2",1.27
"ATL3",1.32
"ATM",1.04
"ATMIN",1.86
"ATN1",6.79
"ATOH1",0.92
"ATOH7",0.8
"ATOH8",0.94
"ATOX1",1.2
"ATP10A",0.95
"ATP10B",0.81
"ATP10D",0.88
"ATP11A",1.88
"ATP11A-AS1",1.57
"ATP11AUN",0.93
"ATP11B",0.97
"ATP11C",1.13
"ATP12A",0.87
"ATP13A1",5.44
"ATP13A2",2.6
"ATP13A3",0.98
"ATP13A4",0.72
"ATP13A4-AS1",0.69
"ATP13A5",0.7
"ATP13A5-AS1",0.71
"ATP1A1",2.92
"ATP1A1-AS1",2.17
"ATP1A2",0.9
"ATP1A3",1.52
"ATP1A4",0.88
"ATP1B1",1.92
"ATP1B2",1.41
"ATP1B3",1.2
"ATP1B4",0.83
"ATP23",1.25
"ATP2A1",4.24
"ATP2A1-AS1",6.77
"ATP2A2",2.28
"ATP2A3",3.35
"ATP2B1",1.01
"ATP2B1-AS1",2.85
"ATP2B2",0.79
"ATP2B2-IT2",0.4
"ATP2B3",0.9
"ATP2B4",1.05
"ATP2C1",1.09
"ATP2C2",1.81
"ATP4A",3.08
"ATP4B",1.89
"ATP5A1",1.74
"ATP5B",2.07
"ATP5C1",2.02
"ATP5D",8.54
"ATP5E",1.11
"ATP5EP2",0.65
"ATP5F1",1.75
"ATP5G1",4.47
"ATP5G2",1.98
"ATP5G3",2.06
"ATP5H",1.36
"ATP5I",4.71
"ATP5J",1.7
"ATP5J2",4.43
"ATP5J2-PTCD1",5.76
"ATP5L",1.89
"ATP5L2",5.44
"ATP5O",1.41
"ATP5S",1.2
"ATP5SL",7.89
"ATP6AP1",2.09
"ATP6AP1L",0.88
"ATP6AP2",1.46
"ATP6V0A1",1.55
"ATP6V0A2",1.34
"ATP6V0A4",0.92
"ATP6V0B",4.29
"ATP6V0C",10.4
"ATP6V0CP3",0.98
"ATP6V0D1",2.57
"ATP6V0D2",0.84
"ATP6V0E1",1.6
"ATP6V0E2",2.37
"ATP6V0E2-AS1",1.53
"ATP6V1A",0.96
"ATP6V1B1",1.25
"ATP6V1B1-AS1",0.87
"ATP6V1B2",1.14
"ATP6V1C1",1.06
"ATP6V1C2",1.41
"ATP6V1D",1.51
"ATP6V1E1",1.46
"ATP6V1E2",1.19
"ATP6V1F",5.49
"ATP6V1G1",2.51
"ATP6V1G2",1.5
"ATP6V1G2-DDX39B",6.38
"ATP6V1G3",0.7
"ATP6V1H",1.13
"ATP7A",0.93
"ATP7B",0.97
"ATP8A1",0.9
"ATP8A2",0.84
"ATP8B1",1.42
"ATP8B2",1.69
"ATP8B3",2.02
"ATP8B4",0.64
"ATP8B5P",0.83
"ATP9A",1.87
"ATP9B",1.11
"ATPAF1",1.27
"ATPAF2",1.22
"ATPIF1",1.98
"ATR",1.17
"ATRAID",4.35
"ATRIP",2.83
"ATRN",1.06
"ATRNL1",0.81
"ATRX",1.19
"ATXN1",1.23
"ATXN10",1.62
"ATXN1L",6.62
"ATXN2",1.76
"ATXN2L",10.45
"ATXN3",1.31
"ATXN3L",1.02
"ATXN7",1.79
"ATXN7L1",1.12
"ATXN7L2",3.48
"ATXN7L3",7.01
"ATXN7L3B",7.09
"ATXN8OS",0.88
"AUH",1.01
"AUNIP",1.85
"AUP1",3.05
"AURKA",1.28
"AURKAIP1",2.62
"AURKAPS1",1.54
"AURKB",5.31
"AURKC",0.98
"AUTS2",0.87
"AVEN",1
"AVIL",2.02
"AVL9",1.85
"AVP",1.07
"AVPI1",4
"AVPR1A",0.74
"AVPR1B",0.69
"AVPR2",3.92
"AWAT1",0.87
"AWAT2",0.86
"AXDND1",0.81
"AXIN1",3.32
"AXIN2",1.59
"AXL",1.16
"AZGP1",1.03
"AZGP1P1",0.8
"AZI2",1.32
"AZIN1",1.61
"AZIN1-AS1",1.15
"AZIN2",1.17
"AZU1",2.11
"B2M",2.14
"B3GALNT1",1.74
"B3GALNT2",1.42
"B3GALT1",0.84
"B3GALT2",0.79
"B3GALT4",10.14
"B3GALT5",0.7
"B3GALT5-AS1",0.77
"B3GALT6",2.81
"B3GAT1",0.94
"B3GAT2",0.9
"B3GAT3",5.47
"B3GLCT",0.97
"B3GNT2",2.04
"B3GNT3",4.22
"B3GNT4",6.28
"B3GNT5",0.82
"B3GNT6",0.96
"B3GNT7",1.42
"B3GNT8",4.17
"B3GNT9",3.57
"B3GNTL1",1.1
"B4GALNT1",2.64
"B4GALNT2",1.05
"B4GALNT3",0.88
"B4GALNT4",2.85
"B4GALT1",2.6
"B4GALT1-AS1",1.82
"B4GALT2",9.84
"B4GALT3",2.6
"B4GALT4",1.25
"B4GALT4-AS1",0.99
"B4GALT5",1.25
"B4GALT6",0.88
"B4GALT7",7.41
"B4GAT1",1.85
"B9D1",5.65
"B9D2",6.42
"BAALC",0.73
"BAALC-AS1",0.8
"BAALC-AS2",0.84
"BAAT",0.76
"BABAM1",3.14
"BACE1",2.5
"BACE1-AS",2.06
"BACE2",1.35
"BACH1",1.39
"BACH1-IT2",1.14
"BACH2",0.85
"BAD",4.46
"BAG1",2.76
"BAG2",1.52
"BAG3",2.32
"BAG4",1.05
"BAG5",2.95
"BAG6",3.71
"BAGE",0.96
"BAGE2",0.85
"BAHCC1",1.71
"BAHD1",2.6
"BAIAP2",2.97
"BAIAP2-AS1",3.2
"BAIAP2L1",2.27
"BAIAP2L2",2.99
"BAIAP3",5
"BAK1",2.62
"BAMBI",4.49
"BANCR",0.85
"BANF1",4.02
"BANF2",0.81
"BANK1",0.79
"BANP",1.7
"BAP1",4.71
"BARD1",1.37
"BARHL1",1.72
"BARHL2",0.83
"BARX1",2.01
"BARX1-AS1",1.34
"BARX2",0.98
"BASP1",1.19
"BASP1P1",0.87
"BATF",1.96
"BATF2",1.4
"BATF3",0.92
"BAX",5.82
"BAZ1A",1.55
"BAZ1B",1.91
"BAZ2A",3.2
"BAZ2B",0.95
"BBC3",4.28
"BBIP1",1.71
"BBOF1",1.14
"BBOX1",0.84
"BBOX1-AS1",0.95
"BBS1",3.35
"BBS10",0.74
"BBS12",0.93
"BBS2",1.11
"BBS4",0.96
"BBS5",0.92
"BBS7",0.95
"BBS9",0.72
"BBX",0.96
"BCAM",2.92
"BCAN",1.61
"BCAP29",1.01
"BCAP31",5.45
"BCAR1",5.39
"BCAR3",1.65
"BCAR4",0.99
"BCAS1",0.56
"BCAS2",1.71
"BCAS3",1.07
"BCAS4",2.17
"BCAT1",0.9
"BCAT2",2.51
"BCCIP",3.14
"BCDIN3D",2
"BCDIN3D-AS1",1.43
"BCHE",0.66
"BCKDHA",2.76
"BCKDHB",0.95
"BCKDK",4.9
"BCL10",2.52
"BCL11A",0.83
"BCL11B",1.26
"BCL2",0.97
"BCL2A1",0.93
"BCL2L1",1.92
"BCL2L10",1.4
"BCL2L11",2.09
"BCL2L12",5.66
"BCL2L13",1.22
"BCL2L14",1.13
"BCL2L15",0.76
"BCL2L2",2.08
"BCL2L2-PABPN1",3.03
"BCL3",4.04
"BCL6",1.43
"BCL6B",0.99
"BCL7A",3.71
"BCL7B",1.99
"BCL7C",1.97
"BCL9",1.54
"BCL9L",8.64
"BCLAF1",1.97
"BCO1",0.88
"BCO2",0.95
"BCOR",2.26
"BCORL1",1.09
"BCR",2.07
"BCRP2",0.97
"BCRP3",0.98
"BCS1L",3.66
"BCYRN1",1.39
"BDH1",2.03
"BDH2",0.78
"BDKRB1",0.9
"BDKRB2",1.61
"BDNF",0.9
"BDNF-AS",0.84
"BDP1",1.26
"BEAN1",1
"BEAN1-AS1",1.19
"BECN1",1.75
"BECN2",1.39
"BEGAIN",3.07
"BEND2",0.89
"BEND3",1.37
"BEND3P3",1.15
"BEND4",0.89
"BEND5",0.8
"BEND6",0.85
"BEND7",1.26
"BEST1",2.09
"BEST2",10.83
"BEST3",0.76
"BEST4",1.52
"BET1",0.87
"BET1L",1.35
"BEX1",0.96
"BEX2",1.27
"BEX3",4.25
"BEX4",0.82
"BEX5",0.87
"BFAR",2.16
"BFSP1",1.11
"BFSP2",0.96
"BFSP2-AS1",0.86
"BGLAP",16.53
"BGLT3",0.74
"BGN",0.93
"BHLHA15",7.11
"BHLHA9",1.19
"BHLHB9",0.95
"BHLHE22",0.8
"BHLHE23",0.58
"BHLHE40",4.21
"BHLHE40-AS1",1.05
"BHLHE41",1.3
"BHMG1",5.64
"BHMT",0.89
"BHMT2",0.79
"BICC1",0.82
"BICD1",1.07
"BICD2",1.83
"BICDL1",1.39
"BICDL2",37.84
"BID",2.25
"BIK",7.11
"BIN1",1.04
"BIN2",0.83
"BIN3",3.03
"BIN3-IT1",1.82
"BIRC2",1.28
"BIRC3",1.01
"BIRC5",5.59
"BIRC6",1.29
"BIRC6-AS2",1.28
"BIRC7",1.72
"BIRC8",0.75
"BISPR",1.42
"BIVM",1.01
"BIVM-ERCC5",1.11
"BLACAT1",2.08
"BLACE",1.15
"BLCAP",1.9
"BLID",0.88
"BLK",0.95
"BLM",1.16
"BLMH",1.12
"BLNK",0.92
"BLOC1S1",2.32
"BLOC1S1-RDH5",2.8
"BLOC1S2",3.93
"BLOC1S3",2.55
"BLOC1S4",0.97
"BLOC1S5",1.02
"BLOC1S5-TXNDC5",1.37
"BLOC1S6",1.06
"BLVRA",1.48
"BLVRB",2.89
"BLZF1",1.14
"BMF",1.22
"BMI1",1.78
"BMP1",2.23
"BMP10",0.9
"BMP15",0.87
"BMP2",0.82
"BMP2K",0.98
"BMP3",0.79
"BMP4",0.92
"BMP5",0.79
"BMP6",0.95
"BMP7",1.25
"BMP7-AS1",0.76
"BMP8A",1.78
"BMP8B",3.23
"BMPER",0.88
"BMPR1A",1.17
"BMPR1B",0.9
"BMPR1B-AS1",0.78
"BMPR2",1.32
"BMS1",1.39
"BMS1P17",1.12
"BMS1P20",1.34
"BMS1P21",0.88
"BMS1P22",2
"BMS1P4",1.33
"BMS1P5",1.25
"BMS1P6",1.32
"BMT2",1.05
"BMX",0.81
"BNC1",0.89
"BNC2",0.86
"BNIP1",1.16
"BNIP2",1.47
"BNIP3",3.29
"BNIP3L",1.29
"BNIPL",3.78
"BOC",0.92
"BOD1",3.41
"BOD1L1",1.38
"BOD1L2",1.06
"BOK",4.78
"BOK-AS1",1.06
"BOLA1",1.59
"BOLA2",11.57
"BOLA2-SMG1P6",4.6
"BOLA3",2.41
"BOLA3-AS1",2.11
"BOLL",1.08
"BOP1",5.37
"BORA",1.21
"BORCS5",1
"BORCS6",1.69
"BORCS7",2.43
"BORCS7-ASMT",1.32
"BORCS8",6.54
"BORCS8-MEF2B",5.11
"BPESC1",0.9
"BPGM",0.97
"BPHL",1.44
"BPI",0.96
"BPIFA1",0.91
"BPIFA2",0.83
"BPIFA3",0.98
"BPIFA4P",0.87
"BPIFB1",1.3
"BPIFB2",0.8
"BPIFB3",0.91
"BPIFB4",0.92
"BPIFB6",0.81
"BPIFC",0.88
"BPNT1",0.98
"BPTF",1.83
"BRAF",0.98
"BRAP",1.56
"BRAT1",6.18
"BRCA1",1.62
"BRCA2",1.14
"BRCAT107",0.77
"BRCAT54",0.83
"BRCC3",1.04
"BRD1",2.29
"BRD2",7.13
"BRD3",4.07
"BRD4",4.34
"BRD7",1.37
"BRD7P3",0.96
"BRD8",1.58
"BRD9",3.7
"BRDT",0.96
"BRDTP1",0.59
"BRE",0.98
"BRE-AS1",1.82
"BREA2",7.63
"BRF1",3.91
"BRF2",2.23
"BRI3",7.06
"BRI3BP",1.64
"BRICD5",20.14
"BRINP1",0.81
"BRINP2",0.81
"BRINP3",0.7
"BRIP1",0.81
"BRIX1",1.77
"BRK1",1.64
"BRMS1",3.58
"BRMS1L",1.02
"BROX",1.09
"BRPF1",3.17
"BRPF3",1.92
"BRS3",0.75
"BRSK1",1.74
"BRSK2",2.89
"BRWD1",1.53
"BRWD1-AS1",2.46
"BRWD1-IT2",3.25
"BRWD3",0.88
"BSCL2",5.34
"BSDC1",3.64
"BSG",6.67
"BSN",1.26
"BSN-AS2",0.94
"BSND",0.85
"BSPH1",0.87
"BSPRY",2.32
"BST1",0.87
"BST2",0.91
"BSX",0.86
"BTAF1",1.32
"BTBD1",1.55
"BTBD10",1.09
"BTBD11",0.91
"BTBD16",0.85
"BTBD17",0.85
"BTBD18",2.49
"BTBD19",3.18
"BTBD2",6.08
"BTBD3",1.15
"BTBD6",3
"BTBD7",1.29
"BTBD8",0.9
"BTBD9",0.98
"BTBD9-AS1",1.56
"BTC",0.78
"BTD",0.95
"BTF3",1.43
"BTF3L4",1.37
"BTF3P11",0.95
"BTG1",4.92
"BTG2",2.18
"BTG3",0.94
"BTG4",0.84
"BTK",1.03
"BTLA",0.71
"BTN1A1",0.84
"BTN2A1",2.38
"BTN2A2",1.44
"BTN2A3P",0.92
"BTN3A1",0.96
"BTN3A2",0.78
"BTN3A3",0.76
"BTNL10",1.04
"BTNL2",0.91
"BTNL3",0.83
"BTNL8",0.78
"BTNL9",0.84
"BTRC",1.06
"BUB1",1.42
"BUB1B",1.08
"BUB1B-PAK6",1.26
"BUB3",1.48
"BUD13",1.32
"BUD31",5.9
"BVES",0.84
"BVES-AS1",0.77
"BYSL",3.01
"BZW1",4.52
"BZW2",1.35
"C10ORF10",2.54
"C10ORF105",0.89
"C10ORF107",0.81
"C10ORF11",0.84
"C10ORF111",4.23
"C10ORF113",0.89
"C10ORF120",0.81
"C10ORF126",0.77
"C10ORF128",0.85
"C10ORF131",0.94
"C10ORF142",0.74
"C10ORF25",0.96
"C10ORF35",1.98
"C10ORF53",0.82
"C10ORF55",1.02
"C10ORF62",0.95
"C10ORF67",0.86
"C10ORF71",0.88
"C10ORF71-AS1",0.9
"C10ORF76",1.27
"C10ORF82",1.45
"C10ORF88",1.12
"C10ORF90",0.82
"C10ORF91",2.19
"C10ORF95",4.05
"C10ORF99",0.88
"C11ORF1",1.06
"C11ORF16",0.94
"C11ORF21",0.91
"C11ORF24",2.84
"C11ORF40",0.91
"C11ORF42",1.65
"C11ORF44",0.9
"C11ORF45",1.43
"C11ORF49",1.43
"C11ORF52",1.39
"C11ORF53",0.94
"C11ORF54",1.44
"C11ORF57",1.41
"C11ORF58",2.13
"C11ORF63",1
"C11ORF65",1.01
"C11ORF68",6.72
"C11ORF70",1.03
"C11ORF71",1
"C11ORF72",6.03
"C11ORF74",0.85
"C11ORF80",2.02
"C11ORF84",2.87
"C11ORF86",0.75
"C11ORF87",0.72
"C11ORF88",0.74
"C11ORF91",1.29
"C11ORF94",7.73
"C11ORF95",6.4
"C11ORF96",0.94
"C11ORF97",0.88
"C11ORF98",9.67
"C12ORF10",6.7
"C12ORF29",1.17
"C12ORF4",0.98
"C12ORF40",0.79
"C12ORF42",0.84
"C12ORF43",1.73
"C12ORF45",1.23
"C12ORF49",1.52
"C12ORF50",0.98
"C12ORF54",0.72
"C12ORF56",0.92
"C12ORF57",8.8
"C12ORF60",0.91
"C12ORF65",2.05
"C12ORF66",0.83
"C12ORF71",1.02
"C12ORF73",2.22
"C12ORF74",0.83
"C12ORF75",1.06
"C12ORF76",1.14
"C12ORF77",0.92
"C12ORF80",1.29
"C14ORF1",1.45
"C14ORF105",0.76
"C14ORF119",1.43
"C14ORF132",1.79
"C14ORF159",0.92
"C14ORF166",1.39
"C14ORF177",0.84
"C14ORF178",1.07
"C14ORF180",0.7
"C14ORF2",3.9
"C14ORF28",0.94
"C14ORF37",0.8
"C14ORF39",0.76
"C14ORF79",3.48
"C14ORF80",6.62
"C14ORF93",1.42
"C15ORF32",0.77
"C15ORF38-AP3S2",2.06
"C15ORF39",9.35
"C15ORF40",2.44
"C15ORF41",1.02
"C15ORF48",1.17
"C15ORF52",1.82
"C15ORF53",0.92
"C15ORF54",0.72
"C15ORF56",1.5
"C15ORF57",1.6
"C15ORF59",1.33
"C15ORF59-AS1",0.73
"C15ORF61",1.19
"C15ORF62",9.3
"C15ORF65",1.21
"C16ORF45",1.11
"C16ORF46",1.29
"C16ORF47",0.78
"C16ORF52",1.03
"C16ORF54",1.1
"C16ORF58",3.07
"C16ORF59",8.77
"C16ORF62",1.23
"C16ORF70",1.78
"C16ORF71",4.73
"C16ORF72",2.29
"C16ORF74",2.46
"C16ORF78",0.94
"C16ORF82",0.87
"C16ORF86",5.47
"C16ORF87",1.27
"C16ORF89",1.04
"C16ORF90",1.74
"C16ORF91",4.19
"C16ORF92",1.91
"C16ORF95",1.77
"C16ORF96",1.18
"C16ORF97",0.87
"C17ORF100",1.56
"C17ORF102",0.91
"C17ORF105",0.85
"C17ORF107",9
"C17ORF112",1.07
"C17ORF47",1.05
"C17ORF49",1.9
"C17ORF50",1.19
"C17ORF51",0.89
"C17ORF53",3.29
"C17ORF58",1.38
"C17ORF62",6.39
"C17ORF64",0.59
"C17ORF67",1.09
"C17ORF74",0.91
"C17ORF75",1.1
"C17ORF77",0.89
"C17ORF78",1.19
"C17ORF80",1.18
"C17ORF82",9.93
"C17ORF97",1.33
"C17ORF98",1.32
"C17ORF99",1.17
"C18ORF21",1.16
"C18ORF25",1.22
"C18ORF32",1.16
"C18ORF54",0.9
"C18ORF61",0.9
"C18ORF63",0.92
"C18ORF65",3.22
"C18ORF8",2.23
"C19ORF12",1.49
"C19ORF18",1.04
"C19ORF24",13.96
"C19ORF25",6.91
"C19ORF33",5.85
"C19ORF35",10.12
"C19ORF38",1.36
"C19ORF43",10.9
"C19ORF44",2.89
"C19ORF45",1.58
"C19ORF47",1.76
"C19ORF48",10.71
"C19ORF53",6.97
"C19ORF54",7
"C19ORF57",1.24
"C19ORF60",4.77
"C19ORF66",2.61
"C19ORF67",5.52
"C19ORF68",5.25
"C19ORF70",6.36
"C19ORF71",13.19
"C19ORF73",3.46
"C19ORF81",6.33
"C19ORF84",0.88
"C1D",1.29
"C1GALT1",0.98
"C1GALT1C1",0.85
"C1GALT1C1L",1.16
"C1ORF100",0.92
"C1ORF101",0.87
"C1ORF105",0.97
"C1ORF106",2.46
"C1ORF109",2.1
"C1ORF112",0.95
"C1ORF115",1.5
"C1ORF116",0.89
"C1ORF122",27.24
"C1ORF123",2.4
"C1ORF127",0.98
"C1ORF131",1.4
"C1ORF132",2.48
"C1ORF137",0.62
"C1ORF140",0.85
"C1ORF141",0.82
"C1ORF145",5.33
"C1ORF146",0.96
"C1ORF158",0.94
"C1ORF159",12.52
"C1ORF162",0.8
"C1ORF167",1.54
"C1ORF168",0.91
"C1ORF174",1.4
"C1ORF185",0.85
"C1ORF186",0.73
"C1ORF189",2.36
"C1ORF194",2.37
"C1ORF195",1.58
"C1ORF198",1.42
"C1ORF204",0.96
"C1ORF21",1.14
"C1ORF210",1.13
"C1ORF216",2.53
"C1ORF220",2.3
"C1ORF226",2.36
"C1ORF228",1.29
"C1ORF229",1.31
"C1ORF234",0.8
"C1ORF27",1.21
"C1ORF35",17.94
"C1ORF43",3.92
"C1ORF50",1.26
"C1ORF52",1.68
"C1ORF53",0.84
"C1ORF54",1.06
"C1ORF56",6.36
"C1ORF61",1.67
"C1ORF64",0.92
"C1ORF68",0.62
"C1ORF74",1.61
"C1ORF87",0.84
"C1ORF94",0.84
"C1QA",0.94
"C1QB",0.92
"C1QBP",2.92
"C1QC",0.81
"C1QL1",1.05
"C1QL2",0.8
"C1QL3",1.21
"C1QL4",3.06
"C1QTNF1",0.93
"C1QTNF1-AS1",0.86
"C1QTNF2",0.78
"C1QTNF3",0.85
"C1QTNF3-AMACR",0.91
"C1QTNF4",1.8
"C1QTNF5",1.62
"C1QTNF6",7.38
"C1QTNF7",0.91
"C1QTNF8",1.29
"C1QTNF9",2.09
"C1QTNF9B",0.89
"C1QTNF9B-AS1",1.21
"C1R",1.04
"C1RL",0.91
"C1RL-AS1",0.82
"C1S",0.92
"C2",1.51
"C2-AS1",1.36
"C20ORF141",0.99
"C20ORF144",9.91
"C20ORF166-AS1",0.71
"C20ORF173",1.02
"C20ORF194",1.25
"C20ORF196",1.01
"C20ORF197",0.71
"C20ORF202",1.18
"C20ORF203",0.94
"C20ORF24",2.22
"C20ORF27",2.31
"C20ORF78",0.87
"C20ORF85",0.75
"C20ORF96",1.13
"C21ORF140",0.68
"C21ORF2",20.03
"C21ORF33",15.62
"C21ORF58",4.06
"C21ORF59",1.15
"C21ORF62",1.03
"C21ORF62-AS1",1.1
"C21ORF91",1.07
"C21ORF91-OT1",1.03
"C22ORF15",3.42
"C22ORF23",2.44
"C22ORF24",1.06
"C22ORF29",5.2
"C22ORF31",1.36
"C22ORF34",0.93
"C22ORF39",7.12
"C22ORF42",0.74
"C22ORF46",3.17
"C2CD2",1.08
"C2CD2L",2.98
"C2CD3",1.15
"C2CD4A",1.01
"C2CD4B",0.91
"C2CD4C",1.77
"C2CD4D",1.29
"C2CD5",1.06
"C2ORF15",1.31
"C2ORF16",0.87
"C2ORF27A",0.99
"C2ORF27B",0.96
"C2ORF40",0.88
"C2ORF42",1.29
"C2ORF48",1.79
"C2ORF49",1.53
"C2ORF50",1.52
"C2ORF54",1.18
"C2ORF61",0.89
"C2ORF66",0.94
"C2ORF68",2.64
"C2ORF69",1.2
"C2ORF70",0.94
"C2ORF71",0.88
"C2ORF72",1.18
"C2ORF73",0.86
"C2ORF74",1.39
"C2ORF76",0.98
"C2ORF78",0.75
"C2ORF80",0.84
"C2ORF81",3.38
"C2ORF82",3.97
"C2ORF83",0.81
"C2ORF88",1.02
"C2ORF91",0.78
"C3",1.25
"C3AR1",0.81
"C3ORF14",1.57
"C3ORF18",1.14
"C3ORF20",0.82
"C3ORF22",0.79
"C3ORF30",0.72
"C3ORF33",0.95
"C3ORF35",1.12
"C3ORF36",0.58
"C3ORF38",1.01
"C3ORF49",0.98
"C3ORF52",1.23
"C3ORF56",0.67
"C3ORF58",1.41
"C3ORF62",3.73
"C3ORF67",0.88
"C3ORF67-AS1",0.88
"C3ORF70",0.79
"C3ORF79",0.79
"C3ORF80",1.09
"C3ORF84",1.5
"C3P1",1.04
"C4A",1.3
"C4B",1.3
"C4BPA",0.76
"C4BPB",0.81
"C4ORF17",0.79
"C4ORF19",1.35
"C4ORF22",0.81
"C4ORF26",0.85
"C4ORF3",1.33
"C4ORF32",1.04
"C4ORF33",0.82
"C4ORF36",1.18
"C4ORF45",0.85
"C4ORF46",1.89
"C4ORF47",0.98
"C4ORF48",1.52
"C4ORF51",0.86
"C5",1.03
"C5AR1",1.47
"C5AR2",3.28
"C5ORF15",1.3
"C5ORF17",0.77
"C5ORF22",1.26
"C5ORF24",2
"C5ORF30",1.14
"C5ORF34",1.07
"C5ORF38",6.71
"C5ORF42",0.94
"C5ORF46",0.96
"C5ORF47",0.87
"C5ORF49",1.06
"C5ORF51",1.5
"C5ORF52",0.89
"C5ORF56",1.17
"C5ORF58",0.75
"C5ORF60",0.98
"C5ORF63",1.09
"C5ORF64",0.82
"C5ORF64-AS1",0.88
"C5ORF66",1.18
"C5ORF66-AS1",1.22
"C5ORF66-AS2",0.95
"C5ORF67",0.77
"C6",0.79
"C6ORF1",8.98
"C6ORF10",0.86
"C6ORF106",1.19
"C6ORF118",0.94
"C6ORF120",2.21
"C6ORF132",2.75
"C6ORF136",5.25
"C6ORF141",1.88
"C6ORF15",0.77
"C6ORF163",1.16
"C6ORF201",0.85
"C6ORF203",1.39
"C6ORF222",0.85
"C6ORF223",0.93
"C6ORF226",2.8
"C6ORF229",1.08
"C6ORF47",6.33
"C6ORF48",1.38
"C6ORF52",0.97
"C6ORF58",0.76
"C6ORF62",2.48
"C6ORF89",1.54
"C6ORF99",0.98
"C7",0.85
"C7ORF13",0.81
"C7ORF25",2.22
"C7ORF26",3.26
"C7ORF31",0.76
"C7ORF33",0.91
"C7ORF34",0.8
"C7ORF43",19.51
"C7ORF49",1.35
"C7ORF50",3.41
"C7ORF55-LUC7L2",1.77
"C7ORF57",0.83
"C7ORF61",2.04
"C7ORF62",0.9
"C7ORF65",0.79
"C7ORF66",0.52
"C7ORF69",0.73
